"","CS_ID","age","workclass","education_num","marital_status","relationship","occupation","race","hours_per_week","income","education_cat","gender"
"25612","CS25626",22,"Self-Employed",10,"S","Husband","Blue-Collar","White",40.5,45.91,"universitaria","m"
"25613","CS25627",44,"Private",9,"D","Not-in-family","Service","White",50.5,50.05,"secundaria","m"
"25614","CS25628",53,"Self-Employed",10,"W","Not-in-family","Sales","White",40.5,35.76,"universitaria","f"
"25615","CS25629",22,"Private",12,"S","Unmarried","Blue-Collar","Black",40.5,38.53,"universitaria","m"
"25616","CS25630",27,"Private",5,"M","Not-in-family","Service","White",40.5,51.7,"primaria","m"
"25617","CS25631",60,"Private",9,"X","Husband","Service","White",25.5,37.04,"secundaria","f"
"25618","CS25632",46,"Private",13,"M","Not-in-family","Professional","White",40.5,54.67,"universitaria","m"
"25619","CS25633",56,"Self-Employed",15,"M","Husband","Professional","White",40.5,53.56,"postuniversitaria","m"
"25620","CS25634",36,"Private",13,"S","Husband","White-Collar","White",40,52.32,"universitaria","m"
"25621","CS25635",56,"Private",9,"D","Not-in-family","White-Collar","White",32.5,40.87,"secundaria","f"
"25622","CS25636",35,"Other/Unknown",10,"M","Unmarried","Other/Unknown","Asian-Pac-Islander",40.5,38.49,"universitaria","m"
"25623","CS25637",29,"Self-Employed",13,"M","Husband","White-Collar","White",70.5,57.02,"universitaria","m"
"25624","CS25638",19,"Private",6,"S","Husband","Blue-Collar","White",39.5,48.76,"primaria","m"
"25625","CS25639",38,"Private",9,"M","Own-child","Service","White",40,50.01,"secundaria","m"
"25626","CS25640",40,"Government",10,"M","Husband","Service","White",40.5,58.58,"universitaria","m"
"25627","CS25641",52,"Private",12,"M","Husband","White-Collar","White",55,58.67,"universitaria","m"
"25628","CS25642",22,"Private",10,"M","Husband","White-Collar","White",40,50.47,"universitaria","f"
"25629","CS25643",32,"Government",9,"D","Wife","Service","White",25.5,44.01,"secundaria","f"
"25630","CS25644",27,"Private",13,"S","Not-in-family","White-Collar","White",40.5,42.62,"universitaria","f"
"25631","CS25645",25,"Private",13,"S","Own-child","Professional","White",40,40.36,"universitaria","f"
"25632","CS25646",36,"Private",14,"M","Own-child","Professional","Other",40,40.4,"postuniversitaria","m"
"25633","CS25647",22,"Private",8,"S","Husband","Blue-Collar","Amer-Indian-Eskimo",40,43.78,"secundaria","m"
"25634","CS25648",32,"Self-Employed",9,"M","Own-child","Blue-Collar","White",45,51.73,"secundaria","m"
"25635","CS25649",37,"Private",13,"X","Husband","White-Collar","Black",40.5,44.37,"universitaria","f"
"25636","CS25650",22,"Private",9,"S","Unmarried","Professional","White",54.5,48.05,"secundaria","m"
"25637","CS25651",29,"Private",9,"M","Own-child","White-Collar","White",40.5,46.39,"secundaria","f"
"25638","CS25652",42,"Private",1,"S","Wife","Blue-Collar","White",25,46.16,"primaria","m"
"25639","CS25653",45,"Private",11,"S","Not-in-family","Sales","White",38,38.11,"universitaria","f"
"25640","CS25654",33,"Private",13,"D","Not-in-family","White-Collar","White",45,46.13,"universitaria","f"
"25641","CS25655",39,"Private",10,"X","Not-in-family","Professional","White",40.5,38.86,"universitaria","f"
"25642","CS25656",27,"Private",8,"S","Unmarried","Blue-Collar","White",45,51.76,"secundaria","m"
"25643","CS25657",53,"Government",13,"M","Not-in-family","Professional","White",50.5,46.33,"universitaria","f"
"25644","CS25658",30,"Private",13,"S","Wife","Service","White",40,42.5,"universitaria","f"
"25645","CS25659",52,"Self-Employed",10,"W","Not-in-family","Blue-Collar","Black",35,39.05,"universitaria","m"
"25646","CS25660",43,"Self-Employed",13,"M","Not-in-family","Sales","White",60.5,49.72,"universitaria","m"
"25647","CS25661",47,"Government",14,"S","Husband","Professional","White",35,53.35,"postuniversitaria","m"
"25648","CS25662",61,"Private",9,"M","Not-in-family","Service","Black",40,41.79,"secundaria","m"
"25649","CS25663",39,"Government",14,"D","Husband","Professional","Black",40.5,46.34,"postuniversitaria","m"
"25650","CS25664",47,"Private",10,"D","Not-in-family","Sales","White",50.5,52.29,"universitaria","m"
"25651","CS25665",19,"Private",9,"M","Unmarried","Blue-Collar","White",25.5,52.45,"secundaria","m"
"25652","CS25666",37,"Private",10,"M","Husband","Blue-Collar","White",40,51.88,"universitaria","m"
"25653","CS25667",31,"Private",9,"M","Husband","Blue-Collar","White",51,54.46,"secundaria","m"
"25654","CS25668",37.3573817486861,"Self-Employed",11,"M","Husband","Sales","White",8,51.08,"universitaria","m"
"25655","CS25669",22,"Other/Unknown",10,"S","Husband","Other/Unknown","White",25.5,47.86,"universitaria","m"
"25656","CS25670",29,"Private",9,"M","Own-child","Blue-Collar","White",40,51.62,"secundaria","m"
"25657","CS25671",24,"Private",10,"S","Husband","Blue-Collar","Other",14,36.96,"universitaria","m"
"25658","CS25672",42,"Private",9,"X","Own-child","Blue-Collar","White",40.5,49.94,"secundaria","m"
"25659","CS25673",30,"Government",13,"M","Unmarried","Service","White",72,60.61,"universitaria","m"
"25660","CS25674",28,"Private",14,"M","Husband","Sales","White",NA,41.26,"postuniversitaria","f"
"25661","CS25675",27,"Private",11,"S","Not-in-family","Blue-Collar","White",40,51.01,"universitaria","m"
"25662","CS25676",53,"Private",9,"D","Not-in-family","White-Collar","Black",40,45.52,"secundaria","f"
"25663","CS25677",35,"Government",9,"M","Not-in-family","Blue-Collar","White",40.5,59.29,"secundaria","m"
"25664","CS25678",22,"Private",8,"M","Husband","Blue-Collar","White",40.5,55.89,"secundaria","m"
"25665","CS25679",25,"Private",9,"X","Husband","Service","Black",40.5,40.67,"secundaria","m"
"25666","CS25680",38,"Government",13,"M","Own-child","Professional","Black",40,50.61,"universitaria","f"
"25667","CS25681",27,"Private",13,"S","Wife","White-Collar","White",35.5,44.47,"universitaria","f"
"25668","CS25682",30,"Private",5,"M","Unmarried","Service","White",37,48.67,"primaria","m"
"25669","CS25683",27,"Private",13,"D","Husband","Professional","White",50.5,38.69,"universitaria","f"
"25670","CS25684",25,"Private",13,"S","Own-child","Professional","White",40.5,48.32,"universitaria","m"
"25671","CS25685",36,"Other/Unknown",9,"W","Not-in-family","Other/Unknown","White",4,36.23,"secundaria","f"
"25672","CS25686",32,"Private",9,"S","Not-in-family","Blue-Collar","White",40,45.39,"secundaria","f"
"25673","CS25687",37.3573817486861,"Private",6,"W","Not-in-family","Blue-Collar","White",45.5,50.77,"primaria","m"
"25674","CS25688",50,"Private",9,"M","Unmarried","White-Collar","White",40,57.84,"secundaria","m"
"25675","CS25689",40,"Private",10,"M","Husband","Service","White",35.5,42.19,"universitaria","f"
"25676","CS25690",34,"Private",7,"M","Wife","Blue-Collar","Black",55,47.77,"secundaria","m"
"25677","CS25691",57,"Self-Employed",9,"M","Not-in-family","Blue-Collar","White",50.5,50.54,"secundaria","m"
"25678","CS25692",39,"Private",14,"S","Husband","Service","White",32.5,37.82,"postuniversitaria","f"
"25679","CS25693",49,"Private",10,"D","Not-in-family","Service","White",40,38.88,"universitaria","f"
"25680","CS25694",43,"Private",10,"M","Unmarried","Professional","White",40,54.72,"universitaria","m"
"25681","CS25695",26,"Private",9,"S","Husband","White-Collar","White",45.5,49.01,"secundaria","f"
"25682","CS25696",31,"Private",10,"D","Not-in-family","White-Collar","Black",40.5,45.49,"universitaria","f"
"25683","CS25697",60,"Self-Employed",10,"M","Unmarried","Sales","White",50,45.83,"universitaria","m"
"25684","CS25698",46,"Private",14,"M","Husband","Professional","White",50.5,51.29,"postuniversitaria","m"
"25685","CS25699",26,"Private",10,"M","Husband","Blue-Collar","White",55,54.35,"universitaria","m"
"25686","CS25700",27,"Private",15,"S","Husband","Professional","White",40.5,41.98,"postuniversitaria","f"
"25687","CS25701",31,"Private",10,"M","Own-child","White-Collar","Black",40.5,48.38,"universitaria","f"
"25688","CS25702",59,"Private",9,"W","Wife","White-Collar","White",50,43.09,"secundaria","f"
"25689","CS25703",19,"Other/Unknown",10,"S","Unmarried","Other/Unknown","White",20,35.56,"universitaria","f"
"25690","CS25704",18,"Private",10,"S","Own-child","Service","White",24.5,36.75,"universitaria","f"
"25691","CS25705",22,"Private",10,"M","Own-child","White-Collar","White",45,58.07,"universitaria","m"
"25692","CS25706",24,"Private",12,"M","Husband","Sales","White",20,40.68,"universitaria","f"
"25693","CS25707",53,"Government",6,"M","Own-child","Blue-Collar","White",40,60.69,"primaria","m"
"25694","CS25708",43,"Private",9,"M","Husband","Blue-Collar","White",42,55.76,"secundaria","m"
"25695","CS25709",24,"Private",10,"M","Husband","Service","White",50.5,57.43,"universitaria","m"
"25696","CS25710",60,"Private",6,"W","Husband","Service","White",40,37.65,"primaria","f"
"25697","CS25711",24,"Private",9,"M","Unmarried","Blue-Collar","White",40.5,57.3,"secundaria","m"
"25698","CS25712",52,"Government",9,"S","Husband","White-Collar","Black",40.5,49.34,"secundaria","m"
"25699","CS25713",32,"Private",11,"M","Not-in-family","Blue-Collar","White",NA,53.76,"universitaria","m"
"25700","CS25714",34,"Private",6,"X","Husband","Service","White",35.5,39.54,"primaria","f"
"25701","CS25715",35,"Government",12,"M","Not-in-family","Service","White",40.5,57.51,"universitaria","m"
"25702","CS25716",38,"Private",5,"M","Husband","Blue-Collar","White",40.5,53.98,"primaria","m"
"25703","CS25717",34,"Self-Employed",9,"M","Not-in-family","Blue-Collar","White",NA,55.27,"secundaria","m"
"25704","CS25718",53,"Government",15,"S","Husband","Professional","White",50.5,42.7,"postuniversitaria","f"
"25705","CS25719",23,"Private",9,"S","Not-in-family","White-Collar","White",40.5,40.53,"secundaria","f"
"25706","CS25720",40,"Private",10,"M","Not-in-family","White-Collar","White",40,59.07,"universitaria","m"
"25707","CS25721",40,"Private",9,"M","Husband","Blue-Collar","White",40.5,52.54,"secundaria","m"
"25708","CS25722",50,"Private",9,"M","Husband","Blue-Collar","White",60.5,54.27,"secundaria","m"
"25709","CS25723",17,"Private",6,"S","Husband","Sales","White",20,36.15,"primaria","f"
"25710","CS25724",53,"Government",13,"D","Own-child","Professional","White",54.5,44.97,"universitaria","f"
"25711","CS25725",32,"Private",13,"D","Not-in-family","Blue-Collar","White",50.5,54.33,"universitaria","m"
"25712","CS25726",43,"Other/Unknown",9,"S","Not-in-family","Other/Unknown","White",40.5,34.39,"secundaria","f"
"25713","CS25727",18,"Private",7,"S","Other-relative","Sales","White",16,46.18,"secundaria","m"
"25714","CS25728",62,"Private",6,"D","Own-child","Service","White",40.5,38.73,"primaria","f"
"25715","CS25729",45,"Private",14,"M","Own-child","Service","White",40.5,56.81,"postuniversitaria","m"
"25716","CS25730",46,"Private",16,"M","Husband","Professional","White",70.5,55.99,"postuniversitaria","m"
"25717","CS25731",37.3573817486861,"Self-Employed",4,"M","Husband","Blue-Collar","White",40.5,52.71,"primaria","m"
"25718","CS25732",64,"Private",16,"M","Husband","Professional","White",60,58.51,"postuniversitaria","m"
"25719","CS25733",26,"Private",13,"M","Husband","Professional","White",45,45.86,"universitaria","f"
"25720","CS25734",23,"Private",9,"S","Wife","Sales","White",48,50.26,"secundaria","m"
"25721","CS25735",30,"Private",9,"S","Not-in-family","Blue-Collar","White",40,52.64,"secundaria","m"
"25722","CS25736",51,"Private",10,"D","Other-relative","White-Collar","White",40,39.65,"universitaria","f"
"25723","CS25737",35,"Self-Employed",13,"D","Unmarried","White-Collar","White",55.5,41.5,"universitaria","f"
"25724","CS25738",39,"Private",10,"S","Unmarried","White-Collar","White",45.5,45.1,"universitaria","f"
"25725","CS25739",35,"Self-Employed",14,"M","Not-in-family","Professional","Asian-Pac-Islander",40,42.22,"postuniversitaria","m"
"25726","CS25740",41,"Private",9,"W","Husband","Blue-Collar","White",40.5,40.14,"secundaria","f"
"25727","CS25741",31,"Private",10,"D","Not-in-family","Blue-Collar","White",40,51.47,"universitaria","m"
"25728","CS25742",40,"Private",13,"M","Own-child","Sales","White",50,52.65,"universitaria","m"
"25729","CS25743",46,"Government",15,"M","Husband","Professional","Asian-Pac-Islander",40,48.73,"postuniversitaria","m"
"25730","CS25744",31,"Private",9,"S","Husband","Service","White",30.5,42.62,"secundaria","f"
"25731","CS25745",41,"Self-Employed",10,"D","Not-in-family","Blue-Collar","White",40,40.22,"universitaria","f"
"25732","CS25746",42,"Private",13,"M","Not-in-family","White-Collar","White",40.5,57.51,"universitaria","m"
"25733","CS25747",23,"Private",9,"S","Husband","Sales","White",40,49.77,"secundaria","m"
"25734","CS25748",21,"Other/Unknown",10,"S","Own-child","Other/Unknown","White",35,43.59,"universitaria","m"
"25735","CS25749",49,"Private",10,"M","Own-child","White-Collar","White",45.5,58.69,"universitaria","m"
"25736","CS25750",53,"Private",11,"D","Husband","Service","Black",40.5,39.24,"universitaria","m"
"25737","CS25751",38,"Government",13,"S","Not-in-family","Service","White",43,42.96,"universitaria","f"
"25738","CS25752",36,"Private",12,"D","Not-in-family","White-Collar","Asian-Pac-Islander",40.5,45.16,"universitaria","f"
"25739","CS25753",32,"Private",10,"S","Unmarried","Blue-Collar","White",72.5,51.84,"universitaria","m"
"25740","CS25754",20,"Private",7,"S","Unmarried","Blue-Collar","White",40,47.87,"secundaria","m"
"25741","CS25755",17,"Other/Unknown",7,"S","Other-relative","Other/Unknown","White",10,41.82,"secundaria","m"
"25742","CS25756",22,"Private",10,"S","Own-child","Service","Asian-Pac-Islander",32.5,32.02,"universitaria","f"
"25743","CS25757",25,"Private",11,"S","Other-relative","Blue-Collar","Amer-Indian-Eskimo",40,40.38,"universitaria","m"
"25744","CS25758",58,"Private",9,"M","Unmarried","Blue-Collar","White",40.5,58.79,"secundaria","m"
"25745","CS25759",24,"Private",10,"S","Husband","Blue-Collar","White",20,53.89,"universitaria","m"
"25746","CS25760",48,"Government",9,"D","Not-in-family","Blue-Collar","White",40,58.56,"secundaria","m"
"25747","CS25761",20,"Private",2,"S","Own-child","Blue-Collar","White",30.5,50.09,"primaria","m"
"25748","CS25762",60,"Self-Employed",10,"M","Not-in-family","White-Collar","White",40,53.68,"universitaria","m"
"25749","CS25763",20,"Private",9,"S","Husband","Service","White",30.5,48.37,"secundaria","m"
"25750","CS25764",52,"Private",10,"M","Other-relative","White-Collar","White",45,57.98,"universitaria","m"
"25751","CS25765",36,"Private",9,"M","Husband","Blue-Collar","White",40,42.15,"secundaria","f"
"25752","CS25766",46,"Government",13,"M","Wife","Professional","Asian-Pac-Islander",40,48.2,"universitaria","m"
"25753","CS25767",22,"Private",7,"S","Husband","Sales","White",25.5,32.61,"secundaria","f"
"25754","CS25768",19,"Private",10,"S","Unmarried","White-Collar","White",35.5,40.92,"universitaria","f"
"25755","CS25769",37,"Private",9,"S","Own-child","Sales","White",40,48,"secundaria","m"
"25756","CS25770",30,"Private",11,"D","Unmarried","Sales","White",40.5,40.69,"universitaria","f"
"25757","CS25771",44,"Private",12,"S","Not-in-family","Blue-Collar","White",25,49.91,"universitaria","m"
"25758","CS25772",63,"Other/Unknown",9,"M","Not-in-family","Other/Unknown","White",25,49.43,"secundaria","m"
"25759","CS25773",22,"Private",9,"S","Husband","Sales","White",45.5,47.2,"secundaria","m"
"25760","CS25774",31,"Self-Employed",13,"M","Not-in-family","Sales","White",50.5,49.97,"universitaria","m"
"25761","CS25775",17,"Private",7,"S","Husband","White-Collar","White",40.5,52.63,"secundaria","m"
"25762","CS25776",21,"Private",9,"S","Own-child","Blue-Collar","White",40,52.99,"secundaria","m"
"25763","CS25777",37.3573817486861,"Private",14,"M","Not-in-family","White-Collar","White",40,59.25,"postuniversitaria","m"
"25764","CS25778",46,"Private",4,"D","Husband","White-Collar","White",40.5,52.4,"primaria","m"
"25765","CS25779",29,"Private",9,"D","Not-in-family","Blue-Collar","White",50.5,55.51,"secundaria","m"
"25766","CS25780",20,"Private",10,"S","Own-child","Blue-Collar","White",6.5,38.08,"universitaria","f"
"25767","CS25781",27,"Private",10,"S","Own-child","Service","White",24.5,46.75,"universitaria","m"
"25768","CS25782",35,"Private",10,"M","Own-child","Blue-Collar","White",40.5,56.24,"universitaria","m"
"25769","CS25783",19,"Private",10,"S","Husband","White-Collar","White",30,44.84,"universitaria","f"
"25770","CS25784",36,"Private",8,"X","Own-child","Service","White",40.5,37.47,"secundaria","f"
"25771","CS25785",43,"Private",13,"M","Unmarried","White-Collar","White",50,58.04,"universitaria","m"
"25772","CS25786",62,"Government",13,"D","Husband","Professional","White",40.5,57.29,"universitaria","m"
"25773","CS25787",28,"Private",15,"S","Not-in-family","Professional","White",40,54.15,"postuniversitaria","m"
"25774","CS25788",18,"Private",7,"S","Not-in-family","Service","White",15,36.43,"secundaria","f"
"25775","CS25789",59,"Private",15,"M","Own-child","Blue-Collar","Black",50.5,50.22,"postuniversitaria","m"
"25776","CS25790",37,"Private",13,"D","Husband","White-Collar","White",40.5,52.46,"universitaria","m"
"25777","CS25791",27,"Private",10,"S","Not-in-family","Blue-Collar","Black",40,41.03,"universitaria","m"
