"CS_ID","age","workclass","education_num","marital_status","relationship","occupation","race","gender","hours_per_week","income","education_cat"
"CS24521",59,"Private",4,"M","Not-in-family","Blue-Collar","White","m",40,52.19,"Primaria"
"CS24522",48,"Self-Employed",15,"M","Husband","Professional","White","m",40.5,51.98,"Postuniversitaria"
"CS24523",53,"Self-Employed",10,"M","Husband","White-Collar","White","m",50.5,55.18,"Universitaria"
"CS24524",18,"Private",9,"S","Husband","White-Collar","White","m",25.5,49.97,"Secundaria"
"CS24525",30,"Private",13,"S","Own-child","Sales","White","f",40,40.87,"Universitaria"
"CS24526",50,"Private",10,"M","Not-in-family","Sales","White","m",45,51.31,"Universitaria"
"CS24527",63,"Other/Unknown",7,"M","Husband","Other/Unknown","White","m",40,51.07,"Secundaria"
"CS24528",38,"Self-Employed",9,"M","Husband","Blue-Collar","White","m",40,54.4,"Secundaria"
"CS24529",48,"Private",5,"D","Husband","Sales","White","f",40.5,34.69,"Primaria"
"CS24530",60,"Private",9,"M","Not-in-family","Blue-Collar","White","m",40,56.15,"Secundaria"
"CS24531",46,"Private",9,"X","Husband","Blue-Collar","White","f",50,40.16,"Secundaria"
"CS24532",30,"Other/Unknown",9,"S","Unmarried","Other/Unknown","White","m",30,46.37,"Secundaria"
"CS24533",39,"Private",13,"M","Own-child","Sales","White","m",60,55.36,"Universitaria"
"CS24534",55,"Government",10,"M","Husband","Professional","White","m",40.5,58.72,"Universitaria"
"CS24535",17,"Private",7,"S","Husband","Sales","White","m",15,43.05,"Secundaria"
"CS24536",46,"Private",13,"M","Own-child","Sales","White","m",55,56.58,"Universitaria"
"CS24537",50,"Private",9,"D","Husband","Sales","White","f",65.5,39.87,"Secundaria"
"CS24538",32,"Private",13,"S","Unmarried","Service","Black","m",30,42.94,"Universitaria"
"CS24539",18,"Private",9,"S","Not-in-family","Service","White","f",40.5,36.94,"Secundaria"
"CS24540",34,"Private",9,"X","Own-child","Service","Black","m",40.5,39.83,"Secundaria"
"CS24541",50,"Private",13,"D","Not-in-family","Professional","White","m",45,49.85,"Universitaria"
"CS24542",32,"Private",7,"M","Not-in-family","White-Collar","White","m",55.5,53.74,"Secundaria"
"CS24543",23,"Government",13,"S","Husband","Professional","Black","f",40,41.93,"Universitaria"
"CS24544",26,"Private",13,"S","Not-in-family","Professional","White","m",50,51.83,"Universitaria"
"CS24545",46,"Private",12,"D","Not-in-family","Professional","White","f",50.5,39.8,"Universitaria"
"CS24546",43,"Self-Employed",10,"M","Not-in-family","Sales","White","m",55,50.35,"Universitaria"
"CS24547",32,"Private",9,"M","Husband","Blue-Collar","White","m",60.5,56.89,"Secundaria"
"CS24548",37,"Government",12,"D","Husband","Professional","White","f",38,41.34,"Universitaria"
"CS24549",48,"Private",10,"M","Unmarried","Blue-Collar","White","m",45,53.27,"Universitaria"
"CS24550",28,"Private",13,"S","Husband","White-Collar","White","m",40.5,51.85,"Universitaria"
"CS24551",43,"Private",9,"M","Not-in-family","Blue-Collar","White","m",40.5,53.07,"Secundaria"
"CS24552",51,"Government",6,"W","Husband","Service","White","f",24.5,44.1,"Primaria"
"CS24553",30,"Private",9,"S","Not-in-family","Blue-Collar","White","m",50,50.33,"Secundaria"
"CS24554",34,"Government",14,"M","Not-in-family","Professional","White","m",50,61.42,"Postuniversitaria"
"CS24555",34,"Private",9,"M","Husband","Blue-Collar","Amer-Indian-Eskimo","m",40.5,42.46,"Secundaria"
"CS24556",41,"Private",13,"M","Other-relative","White-Collar","White","m",60,55.56,"Universitaria"
"CS24557",53,"Private",6,"D","Husband","White-Collar","White","f",48.5,44.75,"Primaria"
"CS24558",42,"Private",1,"M","Unmarried","Blue-Collar","White","m",40.5,54.31,"Primaria"
"CS24559",18,"Private",9,"S","Husband","Service","White","f",30,34.19,"Secundaria"
"CS24560",76,"Private",13,"W","Own-child","Sales","White","m",50,49.82,"Universitaria"
"CS24561",40,"Private",11,"M","Not-in-family","Professional","White","m",40.5,57.29,"Universitaria"
"CS24562",26,"Private",13,"S","Husband","Service","White","f",35,37.76,"Universitaria"
"CS24563",20,"Private",10,"S","Own-child","Service","White","f",15,37.66,"Universitaria"
"CS24564",41,"Private",9,"S","Own-child","Sales","White","f",50,37.87,"Secundaria"
"CS24565",49,"Government",14,"M","Not-in-family","Professional","White","m",45.5,54.62,"Postuniversitaria"
"CS24566",22,"Private",10,"S","Husband","Service","White","f",20.5,37.07,"Universitaria"
"CS24567",46,"Private",13,"D","Not-in-family","Professional","White","m",45,48.28,"Universitaria"
"CS24568",56,"Private",10,"D","Not-in-family","White-Collar","White","f",40.5,43.8,"Universitaria"
"CS24569",35,"Private",9,"M","Not-in-family","White-Collar","White","f",40.5,48.05,"Secundaria"
"CS24570",34,"Private",13,"X","Wife","White-Collar","White","f",35,43.3,"Universitaria"
"CS24571",29,"Government",14,"M","Not-in-family","Professional","White","f",40.5,49.74,"Postuniversitaria"
"CS24572",28,"Private",8,"M","Wife","Professional","White","m",45.5,53.48,"Secundaria"
"CS24573",35,"Private",13,"S","Husband","Service","White","m",37.5,47.83,"Universitaria"
"CS24574",29,"Private",10,"M","Not-in-family","White-Collar","White","m",40.5,59.59,"Universitaria"
"CS24575",21,"Private",10,"S","Husband","White-Collar","White","f",30.5,41.96,"Universitaria"
"CS24576",52,"Self-Employed",10,"M","Not-in-family","White-Collar","White","m",40.5,54.91,"Universitaria"
"CS24577",45,"Private",9,"M","Husband","Blue-Collar","White","m",40.5,53.77,"Secundaria"
"CS24578",43,"Private",9,"M","Husband","Blue-Collar","Black","m",40,49.66,"Secundaria"
"CS24579",35,"Other/Unknown",9,"M","Husband","Other/Unknown","White","f",25.5,40.68,"Secundaria"
"CS24580",21,"Other/Unknown",10,"S","Other-relative","Other/Unknown","White","m",20.5,44.41,"Universitaria"
"CS24581",35,"Private",6,"S","Own-child","Service","White","m",40,47.98,"Primaria"
"CS24582",30,"Private",9,"M","Own-child","White-Collar","White","m",40.5,57.51,"Secundaria"
"CS24583",45,"Private",9,"S","Husband","Blue-Collar","White","f",40.5,38.68,"Secundaria"
"CS24584",29,"Private",10,"S","Unmarried","Service","White","f",20,40.16,"Universitaria"
"CS24585",29,"Government",6,"S","Other-relative","Service","Black","f",40.5,44.76,"Primaria"
"CS24586",33,"Private",13,"S","Own-child","White-Collar","White","f",40,44,"Universitaria"
"CS24587",17,"Private",6,"S","Not-in-family","Service","Black","m",15,34.68,"Primaria"
"CS24588",52,"Private",9,"D","Own-child","Sales","White","f",25.5,39.33,"Secundaria"
"CS24589",24,"Private",10,"X","Unmarried","White-Collar","White","f",35.5,44.15,"Universitaria"
"CS24590",32,"Government",9,"M","Unmarried","Blue-Collar","White","m",40.5,60.29,"Secundaria"
"CS24591",40,"Private",13,"S","Husband","White-Collar","White","f",48.5,46.48,"Universitaria"
"CS24592",32,"Private",9,"X","Not-in-family","White-Collar","White","m",40,54.82,"Secundaria"
"CS24593",33,"Private",13,"S","Not-in-family","Sales","White","f",40.5,40.33,"Universitaria"
"CS24594",30,"Private",4,"S","Not-in-family","Blue-Collar","White","m",38,50.92,"Primaria"
"CS24595",28,"Private",9,"S","Not-in-family","White-Collar","White","m",40.5,51.49,"Secundaria"
"CS24596",62,"Other/Unknown",12,"M","Not-in-family","Blue-Collar","White","m",50.5,54.66,"Universitaria"
"CS24597",46,"Government",13,"M","Husband","Service","White","m",40,57.73,"Universitaria"
"CS24598",32,"Private",11,"S","Husband","Service","White","f",64,40.29,"Universitaria"
"CS24599",26,"Private",9,"M","Not-in-family","Blue-Collar","White","m",40.5,55.23,"Secundaria"
"CS24600",41,"Self-Employed",13,"M","Husband","Professional","White","m",40,52.98,"Universitaria"
"CS24601",57,"Government",10,"M","Husband","White-Collar","White","m",40.5,65.96,"Universitaria"
"CS24602",52,"Private",10,"M","Husband","Sales","White","m",45.5,50.56,"Universitaria"
"CS24603",35,"Self-Employed",13,"M","Husband","White-Collar","White","m",50,49.17,"Universitaria"
"CS24604",19,"Private",9,"S","Husband","Blue-Collar","White","m",16.5,48.35,"Secundaria"
"CS24605",49,"Private",13,"S","Own-child","White-Collar","White","m",45,60.43,"Universitaria"
"CS24606",47,"Private",11,"M","Not-in-family","Blue-Collar","White","m",60.5,55.66,"Universitaria"
"CS24607",38,"Private",7,"M","Husband","White-Collar","White","f",32.5,46.12,"Secundaria"
"CS24608",30,"Private",9,"S","Wife","Blue-Collar","White","m",40.5,52.35,"Secundaria"
"CS24609",32,"Private",7,"M","Own-child","Blue-Collar","White","m",40,56.24,"Secundaria"
"CS24610",32,"Private",9,"M","Husband","White-Collar","White","f",50.5,46.41,"Secundaria"
"CS24611",46,"Private",11,"S","Wife","White-Collar","White","f",40,45.64,"Universitaria"
"CS24612",22,"Private",9,"S","Own-child","Blue-Collar","White","m",50.5,49.46,"Secundaria"
"CS24613",47,"Government",10,"M","Not-in-family","Service","White","m",50,59.49,"Universitaria"
"CS24614",57,"Self-Employed",10,"M","Husband","Sales","White","f",25,38.55,"Universitaria"
"CS24615",47,"Private",10,"D","Wife","White-Collar","Black","f",40.5,44.34,"Universitaria"
"CS24616",41,"Private",13,"M","Unmarried","Professional","White","m",56,50.64,"Universitaria"
"CS24617",36,"Government",9,"M","Husband","Blue-Collar","White","m",40.5,57.6,"Secundaria"
"CS24618",32,"Private",13,"M","Husband","Blue-Collar","White","m",60.5,53.34,"Universitaria"
"CS24619",37,"Private",7,"M","Husband","Service","White","m",40.5,56.06,"Secundaria"
"CS24620",36,"Self-Employed",9,"M","Other-relative","Blue-Collar","White","m",45,49,"Secundaria"
"CS24621",64,"Private",9,"M","Husband","Blue-Collar","White","m",40.5,52.24,"Secundaria"
"CS24622",17,"Private",6,"S","Husband","Service","White","m",15.5,40.88,"Primaria"
"CS24623",23,"Private",10,"S","Own-child","White-Collar","White","f",15.5,44.44,"Universitaria"
"CS24624",40,"Private",10,"D","Own-child","White-Collar","White","f",40,43.44,"Universitaria"
"CS24625",42,"Government",13,"M","Unmarried","White-Collar","White","m",50,62.06,"Universitaria"
"CS24626",37,"Self-Employed",9,"M","Husband","Service","White","m",42,50.53,"Secundaria"
"CS24627",35,"Government",10,"S","Husband","Blue-Collar","White","f",40.5,44.49,"Universitaria"
"CS24628",56,"Self-Employed",9,"D","Unmarried","Service","White","m",50.5,47.29,"Secundaria"
"CS24629",52,"Private",13,"M","Not-in-family","Blue-Collar","Asian-Pac-Islander","m",40.5,49.04,"Universitaria"
"CS24630",37,"Government",13,"M","Husband","Service","White","m",45,61.53,"Universitaria"
"CS24631",48,"Government",16,"M","Husband","Professional","White","m",65.5,62.05,"Postuniversitaria"
"CS24632",24,"Private",9,"D","Husband","Service","White","f",40,39,"Secundaria"
"CS24633",33,"Private",11,"M","Own-child","Blue-Collar","White","m",40,57.29,"Universitaria"
"CS24634",39,"Private",11,"M","Husband","Service","Asian-Pac-Islander","m",40,43.58,"Universitaria"
"CS24635",34,"Private",9,"D","Husband","White-Collar","Black","m",42.5,45.35,"Secundaria"
"CS24636",24,"Other/Unknown",13,"D","Not-in-family","Other/Unknown","White","f",40.5,36.6,"Universitaria"
"CS24637",23,"Private",10,"S","Not-in-family","White-Collar","Other","m",24,41.08,"Universitaria"
"CS24638",49,"Private",9,"M","Own-child","Sales","White","m",65.5,57.5,"Secundaria"
"CS24639",18,"Private",9,"S","Husband","Service","White","m",25,50.01,"Secundaria"
"CS24640",20,"Private",8,"S","Not-in-family","Blue-Collar","White","m",40.5,50.49,"Secundaria"
"CS24641",54,"Private",14,"M","Own-child","Sales","White","m",55,58.37,"Postuniversitaria"
"CS24642",19,"Private",10,"S","Husband","White-Collar","White","m",40.5,53.51,"Universitaria"
"CS24643",53,"Private",9,"M","Own-child","Blue-Collar","White","m",46,54.75,"Secundaria"
"CS24644",34,"Other/Unknown",8,"X","Husband","Other/Unknown","Black","f",40.5,38.59,"Secundaria"
"CS24645",28,"Private",9,"S","Unmarried","Blue-Collar","White","m",40.5,53.44,"Secundaria"
"CS24646",35,"Private",9,"M","Own-child","Blue-Collar","White","m",40.5,54.58,"Secundaria"
"CS24647",20,"Private",10,"S","Husband","Sales","White","f",20,36.57,"Universitaria"
"CS24648",31,"Private",10,"D","Not-in-family","White-Collar","White","f",50,45.08,"Universitaria"
"CS24649",37,"Private",16,"X","Not-in-family","Professional","White","f",40,37.74,"Postuniversitaria"
"CS24650",64,"Private",8,"M","Unmarried","Blue-Collar","White","m",40.5,57.63,"Secundaria"
"CS24651",42,"Private",10,"M","Husband","Service","White","m",40.5,51.94,"Universitaria"
"CS24652",27,"Private",10,"D","Husband","Sales","White","m",50,48.92,"Universitaria"
"CS24653",36,"Self-Employed",10,"S","Not-in-family","Service","White","f",50,35.72,"Universitaria"
"CS24654",36,"Private",10,"M","Unmarried","Blue-Collar","White","m",40,52.89,"Universitaria"
"CS24655",23,"Private",9,"S","Husband","Blue-Collar","Black","m",40.5,46.2,"Secundaria"
"CS24656",46,"Private",9,"M","Own-child","Blue-Collar","White","m",40.5,55.66,"Secundaria"
"CS24657",24,"Private",7,"S","Husband","Blue-Collar","Black","m",35,43.06,"Secundaria"
"CS24658",22,"Private",9,"S","Not-in-family","White-Collar","White","f",40,48.89,"Secundaria"
"CS24659",62,"Private",13,"M","Own-child","White-Collar","White","m",40,58.2,"Universitaria"
"CS24660",19,"Private",9,"S","Husband","Service","White","m",40.5,45.46,"Secundaria"
"CS24661",20,"Private",9,"S","Own-child","Service","White","m",30,45.47,"Secundaria"
"CS24662",47,"Private",14,"M","Own-child","White-Collar","Asian-Pac-Islander","m",40,45.61,"Postuniversitaria"
"CS24663",57,"Private",9,"S","Husband","White-Collar","White","f",40.5,42.12,"Secundaria"
"CS24664",19,"Private",9,"S","Own-child","Blue-Collar","White","m",35.5,50.41,"Secundaria"
"CS24665",37,"Government",14,"M","Own-child","Professional","White","f",45.5,49.39,"Postuniversitaria"
"CS24666",35,"Self-Employed",9,"M","Wife","Sales","White","m",65.5,51.73,"Secundaria"
"CS24667",17,"Private",8,"S","Husband","Sales","White","f",20,33.28,"Secundaria"
"CS24668",36,"Government",10,"D","Own-child","White-Collar","White","f",35,48.54,"Universitaria"
"CS24669",50,"Private",10,"M","Unmarried","Blue-Collar","White","m",40.5,53.31,"Universitaria"
"CS24670",35,"Private",9,"M","Husband","Professional","White","f",35.5,40.39,"Secundaria"
"CS24671",27,"Government",16,"S","Wife","Professional","White","m",77.5,56.08,"Postuniversitaria"
"CS24672",28,"Private",9,"M","Not-in-family","Blue-Collar","White","m",30.5,53.45,"Secundaria"
"CS24673",29,"Self-Employed",15,"D","Husband","Professional","White","m",60,52.07,"Postuniversitaria"
"CS24674",25,"Private",9,"X","Not-in-family","Blue-Collar","Black","m",40.5,44.87,"Secundaria"
"CS24675",47,"Self-Employed",12,"W","Not-in-family","White-Collar","White","f",67,44.66,"Universitaria"
"CS24676",29,"Government",14,"M","Not-in-family","Professional","White","f",45.5,48.64,"Postuniversitaria"
"CS24677",19,"Private",9,"S","Wife","White-Collar","White","f",40.5,45,"Secundaria"
"CS24678",49,"Private",10,"M","Not-in-family","Blue-Collar","White","m",40.5,54.14,"Universitaria"
"CS24679",31,"Private",15,"M","Husband","Professional","White","m",25,51.96,"Postuniversitaria"
"CS24680",43,"Government",12,"M","Husband","Professional","Black","f",40.5,47.19,"Universitaria"
"CS24681",56,"Self-Employed",7,"M","Wife","Blue-Collar","White","m",40.5,52.52,"Secundaria"
"CS24682",42,"Private",9,"D","Husband","Blue-Collar","White","f",40.5,40.32,"Secundaria"
"CS24683",45,"Government",10,"M","Unmarried","Professional","White","m",56,59.33,"Universitaria"
"CS24684",40,"Private",13,"W","Husband","White-Collar","White","f",40.5,44.7,"Universitaria"
"CS24685",44,"Private",10,"D","Unmarried","White-Collar","White","f",38.5,44.61,"Universitaria"
"CS24686",17,"Other/Unknown",6,"S","Unmarried","Other/Unknown","White","f",20,32.7,"Primaria"
"CS24687",36,"Private",9,"D","Own-child","White-Collar","White","f",40.5,46.52,"Secundaria"
"CS24688",19,"Private",10,"S","Unmarried","Sales","White","f",20,34.15,"Universitaria"
"CS24689",53,"Government",9,"M","Own-child","White-Collar","White","f",40.5,52.21,"Secundaria"
"CS24690",72,"Self-Employed",10,"M","Wife","Blue-Collar","White","m",35,50.87,"Universitaria"
"CS24691",46,"Private",11,"M","Husband","Blue-Collar","Amer-Indian-Eskimo","m",60,46.76,"Universitaria"
"CS24692",33,"Private",10,"X","Husband","Professional","White","f",37,38.24,"Universitaria"
"CS24693",22,"Private",5,"S","Unmarried","Blue-Collar","Asian-Pac-Islander","m",40.5,38.05,"Primaria"
"CS24694",17,"Other/Unknown",7,"S","Own-child","Other/Unknown","White","f",25,30.49,"Secundaria"
"CS24695",41,"Private",9,"M","Other-relative","Service","White","m",45,49.77,"Secundaria"
"CS24696",46,"Private",5,"M","Husband","Blue-Collar","White","m",43,57.18,"Primaria"
"CS24697",33,"Private",9,"S","Husband","Sales","White","f",20.5,38.88,"Secundaria"
"CS24698",32,"Private",1,"M","Own-child","Blue-Collar","White","m",40.5,53.26,"Primaria"
"CS24699",52,"Self-Employed",9,"D","Husband","Blue-Collar","White","m",40.5,52.96,"Secundaria"
"CS24700",27,"Private",9,"S","Not-in-family","White-Collar","White","f",40,43.87,"Secundaria"
"CS24701",48,"Government",9,"M","Own-child","Service","White","m",72,55.76,"Secundaria"
"CS24702",22,"Private",10,"S","Husband","White-Collar","White","f",35.5,45.49,"Universitaria"
"CS24703",25,"Private",9,"D","Not-in-family","Service","White","m",50,53.29,"Secundaria"
"CS24704",60,"Other/Unknown",9,"M","Not-in-family","Other/Unknown","White","m",42.5,48.5,"Secundaria"
"CS24705",38,"Private",11,"M","Husband","Sales","White","m",40,51.3,"Universitaria"
"CS24706",37,"Private",9,"M","Husband","Blue-Collar","White","m",50,57.67,"Secundaria"
"CS24707",49,"Private",10,"D","Husband","White-Collar","White","f",40.5,44.15,"Universitaria"
"CS24708",40,"Self-Employed",13,"M","Unmarried","Blue-Collar","White","m",30,53.15,"Universitaria"
"CS24709",48,"Private",9,"M","Husband","Blue-Collar","White","m",46.5,57.94,"Secundaria"
"CS24710",31,"Private",10,"S","Husband","White-Collar","Black","f",40,43.68,"Universitaria"
"CS24711",40,"Self-Employed",9,"M","Unmarried","Service","White","m",45,49.1,"Secundaria"
"CS24712",25,"Private",9,"D","Husband","Sales","White","f",37.5,41.14,"Secundaria"
"CS24713",68,"Private",13,"M","Unmarried","White-Collar","White","m",45.5,58.01,"Universitaria"
"CS24714",18,"Other/Unknown",9,"S","Husband","Other/Unknown","Black","f",20.5,33.67,"Secundaria"
"CS24715",19,"Private",8,"S","Own-child","Blue-Collar","White","f",30.5,40.21,"Secundaria"
